,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
3904,docking-based,11,8.0,3.0,8.0,3.0,8.0,3.0,0.0,11.0,0.7273,0.7273,0.7273,0.0,1.0,1.0,0.0,0.00048607440958837745,0.0,7.17013416785066e-05,0.0,6.324498422925027e-05,0.0,1.0,0.0,2.5792214082480873,3.0161575554473683,3.043700015404295,-inf,0.4375255419036754,0.027674958442848226,-inf
3905,x0350,15,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39594559605231405,0.0,0.6290084538427057,0.0,0.6273995870192439,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3906,discovered,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3907,dopamine,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3908,accident,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3909,relaxed,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3910,side-chains,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3911,ann-uni-26382800-5,4,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.13151002566140713,0.0,0.0816904721137451,0.0,0.0791772986461319,0.0,1.0,0.0,2.038598926835721,2.4755350740350024,2.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3912,ocf3,4,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.13151002566140713,0.0,0.0816904721137451,0.0,0.0791772986461319,0.0,1.0,0.0,2.038598926835721,2.4755350740350024,2.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3913,entire,20,12.0,8.0,12.0,8.0,12.0,8.0,0.0,20.0,0.6,0.6,0.6,0.0,1.0,1.0,0.0,7.591210707585114e-05,0.0,4.814992954233856e-06,0.0,4.013876683934605e-06,0.0,1.0,0.0,2.301633332669515,2.738569479868796,2.7661119398257226,-inf,0.4375255419036754,0.027674958442848226,-inf
3914,drugscorex,19,12.0,7.0,12.0,7.0,12.0,7.0,0.0,19.0,0.6316,0.6316,0.6316,0.0,1.0,1.0,0.0,5.2673994915563416e-05,0.0,3.256731494903425e-06,0.0,2.711072647776807e-06,0.0,1.0,0.0,2.3756820031465087,2.8126181503457897,2.8401606103027164,-inf,0.4375255419036754,0.027674958442848226,-inf
3915,hf-3c,19,12.0,7.0,12.0,7.0,12.0,7.0,0.0,19.0,0.6316,0.6316,0.6316,0.0,1.0,1.0,0.0,5.2673994915563416e-05,0.0,3.256731494903425e-06,0.0,2.711072647776807e-06,0.0,1.0,0.0,2.3756820031465087,2.8126181503457897,2.8401606103027164,-inf,0.4375255419036754,0.027674958442848226,-inf
3916,pcm,39,14.0,25.0,14.0,25.0,14.0,25.0,2.0,37.0,0.359,0.359,0.359,0.0513,1.0,1.0,0.1429,0.0012617142692104252,0.0,7.628286098493999e-05,0.0,6.310687523528158e-05,0.0,0.15022366747231414,0.0,1.5606546759966853,1.9975908231959663,2.025133283152893,1.6019355793248697,0.4375255419036754,0.027674958442848226,-0.4003237595792801
3917,implicit,29,12.0,17.0,12.0,17.0,12.0,17.0,0.0,29.0,0.4138,0.4138,0.4138,0.0,1.0,1.0,0.0,0.00104133877856476,0.0,8.294265185321048e-05,0.0,7.001420717472107e-05,0.0,1.0,0.0,1.765604477146281,2.2025406243455623,2.230083084302489,-inf,0.4375255419036754,0.027674958442848226,-inf
3918,solvation,41,12.0,29.0,12.0,29.0,12.0,29.0,0.0,41.0,0.2927,0.2927,0.2927,0.0,1.0,1.0,0.0,0.012442334272620328,0.0,0.0010976291755369783,0.0,0.0009418558311196444,0.0,1.0,0.0,1.2660935776950224,1.7030297248943034,1.7305721848512299,-inf,0.4375255419036754,0.027674958442848226,-inf
3919,capped,19,12.0,7.0,12.0,7.0,12.0,7.0,0.0,19.0,0.6316,0.6316,0.6316,0.0,1.0,1.0,0.0,5.2673994915563416e-05,0.0,3.256731494903425e-06,0.0,2.711072647776807e-06,0.0,1.0,0.0,2.3756820031465087,2.8126181503457897,2.8401606103027164,-inf,0.4375255419036754,0.027674958442848226,-inf
3920,simplistic,19,12.0,7.0,12.0,7.0,12.0,7.0,0.0,19.0,0.6316,0.6316,0.6316,0.0,1.0,1.0,0.0,5.2673994915563416e-05,0.0,3.256731494903425e-06,0.0,2.711072647776807e-06,0.0,1.0,0.0,2.3756820031465087,2.8126181503457897,2.8401606103027164,-inf,0.4375255419036754,0.027674958442848226,-inf
3921,entropy,24,12.0,12.0,12.0,12.0,12.0,12.0,0.0,24.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0002772846745931724,0.0,1.9471197070490247e-05,0.0,1.6322566550888832e-05,0.0,1.0,0.0,2.038598926835721,2.4755350740350024,2.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3922,isatins,9,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.110314287420738e-05,0.0,4.410456392038389e-06,0.0,3.8132282358404013e-06,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3923,bmcl,9,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.110314287420738e-05,0.0,4.410456392038389e-06,0.0,3.8132282358404013e-06,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3924,jm0602357,9,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.110314287420738e-05,0.0,4.410456392038389e-06,0.0,3.8132282358404013e-06,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3925,isatin,59,26.0,33.0,26.0,33.0,26.0,33.0,0.0,59.0,0.4407,0.4407,0.4407,0.0,1.0,1.0,0.0,7.150308008173146e-07,0.0,3.0459941835999866e-09,0.0,2.1137203323606134e-09,0.0,1.0,0.0,1.8564677285637077,2.293403875762989,2.3209463357199156,-inf,0.4375255419036754,0.027674958442848226,-inf
3926,sars-cov-19,9,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.110314287420738e-05,0.0,4.410456392038389e-06,0.0,3.8132282358404013e-06,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3927,northeastern,9,9.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.110314287420738e-05,0.0,4.410456392038389e-06,0.0,3.8132282358404013e-06,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3928,neu,250,29.0,221.0,26.0,224.0,26.0,224.0,1.0,249.0,0.116,0.104,0.104,0.004,0.8966,1.0,0.0385,0.9225341890773748,0.0,0.44159250539880507,0.0,0.43537052909938545,0.0,0.1350974569915113,0.0,-0.06920436269879383,0.2101905075140073,0.2377329674709338,-2.0789513413948217,0.2800619464049142,0.027674958442848226,-2.2923993250928327
3929,shipment,8,8.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.00011188451185895718,0.0,1.5328716702201563e-05,0.0,1.3466169613839536e-05,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3930,robert,36,32.0,4.0,13.0,23.0,13.0,23.0,0.0,36.0,0.8889,0.3611,0.3611,0.0,0.4062,1.0,0.0,7.795490187397149e-14,0.0,0.0001296102225226844,0.0,0.00010860714733914281,0.0,1.0,0.0,2.8686919589687103,2.0060053994341924,2.033547859391119,-inf,-0.8622123133496211,0.027674958442848226,-inf
3931,glen,36,32.0,4.0,13.0,23.0,13.0,23.0,0.0,36.0,0.8889,0.3611,0.3611,0.0,0.4062,1.0,0.0,7.795490187397149e-14,0.0,0.0001296102225226844,0.0,0.00010860714733914281,0.0,1.0,0.0,2.8686919589687103,2.0060053994341924,2.033547859391119,-inf,-0.8622123133496211,0.027674958442848226,-inf
3932,x0425,42,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012227693890331627,0.0,0.046566456248770746,0.0,0.04661441619114348,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3933,non-ideal,4,4.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,1.0,0.75,0.75,0.0,0.75,1.0,0.0,0.006789538659582328,0.0,0.015282127458245476,0.0,0.014562070530388509,0.0,1.0,0.0,3.038598926835721,3.0604975747561585,3.0880400347130847,-inf,0.02248804262483142,0.027674958442848226,-inf
3934,quinolone-conhr,3,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.01988299349047615,0.0,0.009301736201525867,0.0,0.008853556393016203,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3935,triplet,3,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.01988299349047615,0.0,0.009301736201525867,0.0,0.008853556393016203,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3936,peri,577,103.0,474.0,63.0,514.0,42.0,535.0,13.0,564.0,0.1785,0.1092,0.0728,0.0225,0.6117,0.6667,0.2063,0.0007213132121236969,0.0,0.16431496319503586,0.0,0.2585420896188695,0.0,0.32447532443613314,0.0,0.5525949062027335,0.2805798354054054,-0.2768402053588242,0.41290175493485287,-0.2715782769080213,-0.5572154093295721,0.12941414521138825
3937,affects,3,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.01988299349047615,0.0,0.009301736201525867,0.0,0.008853556393016203,0.0,1.0,0.0,3.038598926835721,3.4755350740350024,3.5030775339919287,-inf,0.4375255419036754,0.027674958442848226,-inf
3938,demos,15,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39594559605231405,0.0,0.6290084538427057,0.0,0.6273995870192439,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3939,synthetisable,2,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3940,mic-unk-e8a42ca9-1,2,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3941,mpro-x759,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3942,21st,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3943,alex,72,0.0,72.0,0.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042781264573916935,0.0,0.00398118833966523,0.0,0.003934780843868892,0.0,0.635027270634932,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3944,clark,72,0.0,72.0,0.0,72.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042781264573916935,0.0,0.00398118833966523,0.0,0.003934780843868892,0.0,0.635027270634932,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3945,acetylene,29,1.0,28.0,1.0,28.0,1.0,28.0,0.0,29.0,0.0345,0.0345,0.0345,0.0,1.0,1.0,0.0,0.24765748966624723,0.0,0.5109034313779808,0.0,0.5109368496475108,0.0,1.0,0.0,-1.8186609010481969,-1.3817247538489157,-1.354182293891989,-inf,0.4375255419036754,0.027674958442848226,-inf
3946,23rd,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3947,mak-unk-752736de,18,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24961376877715033,0.0,0.39347999458990424,0.0,0.39302004757491665,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3948,pcm-0102655,17,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24621335835402414,0.0,0.391657124702549,0.0,0.3919764990337107,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3949,pcm-0102584,17,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24621335835402414,0.0,0.391657124702549,0.0,0.3919764990337107,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3950,for-scientists,27,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1100021146442848,0.0,0.16442881668483764,0.0,0.16471839949421024,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3951,main-protease-structure-and-xchem,27,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1100021146442848,0.0,0.16442881668483764,0.0,0.16471839949421024,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3952,html,87,27.0,60.0,25.0,62.0,25.0,62.0,3.0,84.0,0.3103,0.2874,0.2874,0.0345,0.9259,1.0,0.12,0.00010477733236813826,0.0,4.334947523402057e-06,0.0,3.1867996619554363e-06,0.0,0.19202691731440313,0.0,1.3503345288149906,1.6766670409428892,1.7042095008998157,1.0295731153833474,0.3264538334882395,0.027674958442848226,-0.6522952701792156
3953,jag,239,76.0,163.0,32.0,207.0,32.0,207.0,0.0,239.0,0.318,0.1339,0.1339,0.0,0.4211,1.0,0.0,4.04349951114553e-11,0.0,0.04459783586784259,0.0,0.032946580891228955,0.0,0.03583657957924208,0.0,1.3856975974579895,0.5747629398098631,0.6023053997667899,-inf,-0.8102396774766801,0.027674958442848226,-inf
3954,doodles,19,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25599795933954544,0.0,0.3975510316911529,0.0,0.3963116231531999,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3955,x1012,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3956,pyridine_urea,33,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444967573673175,0.0,0.1084473522914939,0.0,0.10809642229443953,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3957,smi,93,11.0,82.0,6.0,87.0,6.0,87.0,1.0,92.0,0.1183,0.0645,0.0645,0.0108,0.5455,1.0,0.1667,1.0,0.0,0.5806766337990785,0.0,0.579800435074908,0.0,1.0,0.0,-0.0408790943739399,-0.4790219552038308,-0.45147949524690406,-0.6459919341187157,-0.4368233564348045,0.027674958442848226,-0.17807557168867977
3958,uploads,13,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847187889905277,0.0,0.6181532449373273,0.0,0.6176979757266597,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3959,short-url,13,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847187889905277,0.0,0.6181532449373273,0.0,0.6176979757266597,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3960,hxvdtappgoslokwlhafapnmsdmv,13,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3847187889905277,0.0,0.6181532449373273,0.0,0.6176979757266597,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3961,25th,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3962,x0177,11,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213557359782087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3963,ai-aided,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3964,saras-cov-2,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3965,usrcat,24,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261299020594876,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3966,oligopeptide,24,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261299020594876,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3967,fails,24,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261299020594876,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3968,rejected,24,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261299020594876,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3969,severely,24,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261299020594876,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3970,sascores,24,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261299020594876,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3971,adventurous,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3972,older,661,87.0,574.0,83.0,578.0,83.0,578.0,10.0,651.0,0.1316,0.1256,0.1256,0.0151,0.954,1.0,0.1205,0.5085071704722994,0.0,0.006657143305559049,0.0,0.004112929757066941,0.0,0.876970211138975,0.0,0.1128303210215129,0.48244344337717965,0.5099859033341064,-0.16247469695710523,0.36958671324709963,0.027674958442848226,-0.6462965295577725
3973,x1132,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3974,x1226,11,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213557359782087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3975,x2469,10,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613919716552139,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3976,shipped,25,6.0,19.0,5.0,20.0,5.0,20.0,0.0,25.0,0.24,0.2,0.2,0.0,0.8333,1.0,0.0,0.14146965712653378,0.0,0.09695813524252651,0.0,0.09151436588194192,0.0,1.0,0.0,0.9797052377821523,1.15360697914764,1.1811494391045665,-inf,0.1744334271140591,0.027674958442848226,-inf
3977,sai,8,8.0,0.0,6.0,2.0,6.0,2.0,2.0,6.0,1.0,0.75,0.75,0.25,0.75,1.0,0.3333,0.00011188451185895718,0.0,0.0005334487114025368,0.0,0.00048511301870373535,0.0,0.011564233014338442,0.0,3.038598926835721,3.0604975747561585,3.0880400347130847,3.8868329432672653,0.02248804262483142,0.027674958442848226,0.8214916414351515
3978,teacher,3,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3979,mak-unk-be5ffcbc,3,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3980,lle,2510,88.0,2422.0,58.0,2452.0,57.0,2453.0,10.0,2500.0,0.0351,0.0231,0.0227,0.004,0.6591,0.9828,0.1724,5.563130652792081e-40,0.0,5.9197828940556305e-34,0.0,2.2698933755180266e-33,0.0,4.392329583715497e-08,0.0,-1.7937862324091678,-1.9604282640983899,-1.9580863582666057,-2.0789513413948217,-0.16390518250134142,0.002644721255563663,-0.12956990158599843
3981,engaging,14,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38844645112889675,0.0,0.6226572446462034,0.0,0.6216145357995644,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3982,x2193,14,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38844645112889675,0.0,0.6226572446462034,0.0,0.6216145357995644,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3983,engaged,14,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38844645112889675,0.0,0.6226572446462034,0.0,0.6216145357995644,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3984,x0390,4,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3985,4-methylpyridine,34,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04611395187900273,0.0,0.11024740847070819,0.0,0.10933012711425039,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3986,x2643,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20531209625505797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.038598926835721,-inf,-inf,-inf,-inf,-inf,-inf
3987,disregard,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3988,mic-unk-2744a8e2-1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3989,anilide,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3990,benzylamide,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3991,x3077,172,0.0,172.0,0.0,172.0,0.0,172.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917552223988777e-09,0.0,7.582209107638177e-07,0.0,1.227028025660125e-06,0.0,0.1217253937670516,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
